date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:51:01	1165/1165	---M--	200	added ('OK')	image/png	etag:%2248d-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/bg_select.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/bg_select.png	(from https://www.tieppoautomoveis.com.br/css/bootstrap-theme.css)
21:51:01	505/505	---M--	404	error ('Not%20Found')	text/html	etag:%221f9-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/PIE.html	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/PIE.html	(from https://www.tieppoautomoveis.com.br/css/bootstrap-theme.css)
21:51:01	1089/1089	---M--	200	added ('OK')	image/png	etag:%22441-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/ico_phone.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/ico_phone.png	(from https://www.tieppoautomoveis.com.br/css/style.css)
21:51:02	604/604	---M--	200	added ('OK')	image/gif	etag:%2225c-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/loader.gif	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/loader.gif	(from https://www.tieppoautomoveis.com.br/css/style.css)
21:51:02	1081/1081	---M--	200	added ('OK')	image/png	etag:%22439-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/arrow.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/arrow.png	(from https://www.tieppoautomoveis.com.br/css/style.css)
21:51:03	1913/1913	---M--	200	added ('OK')	image/png	etag:%22779-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/sprite_arrow.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/sprite_arrow.png	(from https://www.tieppoautomoveis.com.br/css/style.css)
21:51:03	505/505	---M--	404	error ('Not%20Found')	text/html	etag:%221f9-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/bg_street_view.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/bg_street_view.png	(from https://www.tieppoautomoveis.com.br/css/style.css)
21:51:03	2668/2668	---M--	200	added ('OK')	image/png	etag:%22a6c-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/sprite_social.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/sprite_social.png	(from https://www.tieppoautomoveis.com.br/css/style.css)
21:51:03	184/184	---M--	200	added ('OK')	image/png	etag:%22b8-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/ico_menu.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/ico_menu.png	(from https://www.tieppoautomoveis.com.br/css/style.css)
21:51:04	929/929	---M--	200	added ('OK')	image/png	etag:%223a1-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/images/bg_transparent.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/images/bg_transparent.png	(from https://www.tieppoautomoveis.com.br/css/style.css)
21:51:04	2027/2027	---M--	200	added ('OK')	image/png	etag:%227eb-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/images/controls.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/images/controls.png	(from https://www.tieppoautomoveis.com.br/css/colorbox.css)
21:51:05	139/139	---M--	200	added ('OK')	image/png	etag:%228b-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/images/border.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/images/border.png	(from https://www.tieppoautomoveis.com.br/css/colorbox.css)
21:51:05	131/131	---M--	200	added ('OK')	image/png	etag:%2283-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/images/loading_background.png	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/images/loading_background.png	(from https://www.tieppoautomoveis.com.br/css/colorbox.css)
21:51:05	8685/8685	---M--	200	added ('OK')	image/gif	etag:%2221ed-5d08e37c2ccc0%22	https://www.tieppoautomoveis.com.br/css/images/loading.gif	C:/tippoutomoveis/www.tieppoautomoveis.com.br/css/images/loading.gif	(from https://www.tieppoautomoveis.com.br/css/colorbox.css)
